age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status,processing_time_days
33.0,Ethiopia,Sweden,Single,0.0,Master,Manager,28.0,University Admission,Medium,TOEFL 100,Work,730,Clean,US,Work,1,Clear,Failed,92,Pending,80
34.0,Sweden,Spain,Widowed,0.0,Bachelor,Student,40.0,Job Offer,High,IELTS 8.0,Family,30,Clean,UK,Family,0,Clear,Passed,89,Paid,47
28.0,Nigeria,Oman,Married,0.0,Master,Chef,6.0,Family Sponsor,Medium,IELTS 8.5,Work,730,Clean,US,Work,0,Clear,Passed,99,Paid,67
29.0,US,Colombia,Single,5.0,High School,Driver,2.0,University Admission,Medium,TOEFL 92,Study,365,Clean,UK,Student,0,Clear,Passed,60,Waived,71
59.0,Qatar,Indonesia,Single,3.0,Master,Analyst,8.0,Unknown,Medium,IELTS 7.5,Work,730,Rejected,US,Work,0,Clear,Passed,68,Paid,80
47.0,Pakistan,Uruguay,Widowed,5.0,PhD,Manager,20.0,Job Offer,High,TOEFL 106,PR,30,Previous Visa,Australia,PR,1,Clear,Passed,64,Paid,53
59.0,UAE,Australia,Single,5.0,PhD,Doctor,40.0,University Admission,Medium,TOEFL 84,PR,30,Clean,US,PR,1,Clear,Passed,83,Paid,52
42.0,Kuwait,Netherlands,Single,0.0,High School,Sales,29.0,Job Offer,Low,TOEFL 114,Family,30,Rejected,Canada,Family,0,Clear,Passed,89,Paid,46
39.0,Kenya,Philippines,Single,2.0,High School,Driver,40.0,University Admission,High,IELTS 6.0,Family,30,Clean,US,Family,0,Clear,Passed,72,Paid,41
44.0,Singapore,South Africa,Divorced,5.0,Bachelor,Chef,20.0,Job Offer,Low,IELTS 8.5,Tourism,30,Clean,US,Visitor,0,Clear,Passed,86,Paid,46
50.0,China,Finland,Divorced,4.0,Bachelor,Chef,17.0,Unknown,Medium,IELTS 8.0,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,61,Paid,56
43.0,Bangladesh,Morocco,Married,5.0,Master,Designer,30.0,Job Offer,Medium,IELTS 6.0,Work,730,Rejected,Canada,Work,1,Clear,Passed,94,Paid,77
61.0,Australia,New Zealand,Single,0.0,High School,Technician,27.0,University Admission,Low,TOEFL 77,Family,30,Previous Visa,US,Family,0,Clear,Passed,95,Paid,34
18.0,Canada,Spain,Married,4.0,Bachelor,Manager,10.0,Job Offer,High,IELTS 7.0,Family,30,Clean,UK,Family,2,Pending,Passed,77,Paid,57
60.0,Austria,Morocco,Single,2.0,Master,Student,31.0,Family Sponsor,High,TOEFL 62,Work,730,Clean,UK,Work,0,Clear,Passed,74,Paid,77
50.0,Nigeria,Guatemala,Single,3.0,Bachelor,Chef,8.0,University Admission,High,IELTS 6.5,Tourism,30,Clean,Canada,Visitor,3,Clear,Pending,94,Paid,71
50.0,Nigeria,Vietnam,Married,1.0,Bachelor,Artist,39.0,University Admission,High,IELTS 6.0,Work,730,Clean,UK,Work,0,Clear,Pending,83,Paid,73
41.0,Kuwait,Oman,Married,1.0,Bachelor,Developer,35.0,Family Sponsor,Medium,TOEFL 77,Work,730,Clean,Australia,Work,1,Clear,Failed,82,Paid,82
44.0,Brazil,Greece,Single,0.0,PhD,Chef,33.0,Family Sponsor,High,IELTS 7.5,Work,730,Clean,Australia,Work,0,Minor Offense,Passed,80,Paid,72
44.0,Pakistan,Qatar,Single,0.0,High School,Sales,32.0,University Admission,Low,TOEFL 99,Study,365,Clean,UK,Student,0,Clear,Passed,84,Paid,70
27.0,Guatemala,Indonesia,Single,4.0,Master,Technician,27.0,University Admission,Low,IELTS 5.5,Family,30,Clean,Australia,Family,1,Clear,Passed,95,Waived,52
25.0,South Africa,Honduras,Married,5.0,Master,Technician,33.0,University Admission,Medium,Unknown,Family,30,Clean,US,Family,1,Clear,Passed,91,Paid,51
53.0,Turkey,New Zealand,Single,4.0,Master,Teacher,22.0,Family Sponsor,Medium,TOEFL 70,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,92,Paid,46
53.0,Singapore,Guatemala,Married,4.0,Bachelor,Designer,2.0,University Admission,Medium,TOEFL 85,Tourism,30,Previous Visa,US,Visitor,0,Clear,Passed,96,Paid,47
19.0,Mexico,Vietnam,Divorced,1.0,Bachelor,Analyst,34.0,University Admission,Medium,Unknown,Study,365,Clean,US,Student,0,Clear,Passed,84,Paid,71
28.0,Saudi Arabia,Greece,Single,2.0,Bachelor,Chef,4.0,University Admission,Medium,TOEFL 79,PR,30,Previous Visa,Canada,PR,2,Clear,Passed,60,Paid,62
18.0,Ireland,South Africa,Single,4.0,Bachelor,Manager,31.0,University Admission,High,IELTS 7.0,Study,365,Clean,Germany,Student,0,Clear,Passed,71,Paid,73
34.0,Uruguay,Netherlands,Single,2.0,Master,Accountant,29.0,Family Sponsor,High,TOEFL 61,Work,730,Clean,Canada,Work,0,Clear,Passed,98,Paid,71
44.0,Sri Lanka,Bangladesh,Married,3.0,Bachelor,Nurse,18.0,Family Sponsor,Low,TOEFL 60,Family,30,Clean,Canada,Family,1,Clear,Passed,77,Paid,55
47.0,Egypt,Netherlands,Married,4.0,PhD,Teacher,7.0,Family Sponsor,Medium,TOEFL 74,Work,730,Clean,US,Work,0,Clear,Passed,64,Pending,79
50.0,Finland,Chile,Single,2.0,Bachelor,Student,12.0,Unknown,High,IELTS 5.5,Work,730,Rejected,Canada,Work,0,Clear,Failed,60,Paid,76
24.0,Vietnam,India,Single,2.0,Bachelor,Nurse,36.0,University Admission,High,IELTS 7.0,Special,30,Previous Visa,Australia,Special,0,Clear,Pending,69,Paid,50
33.0,Colombia,Oman,Married,3.0,Bachelor,Doctor,25.0,Job Offer,Medium,IELTS 6.5,Tourism,30,Clean,UK,Visitor,1,Clear,Passed,89,Paid,55
30.0,Tunisia,Egypt,Married,1.0,High School,Nurse,1.0,Family Sponsor,Medium,IELTS 6.5,Tourism,30,Clean,Germany,Visitor,0,Clear,Pending,75,Paid,49
36.0,Malaysia,Vietnam,Married,0.0,High School,Artist,18.0,University Admission,Medium,TOEFL 93,PR,30,Previous Visa,US,PR,0,Clear,Passed,73,Paid,41
26.0,Norway,India,Divorced,5.0,High School,Teacher,30.0,Job Offer,Medium,IELTS 5.5,Study,365,Clean,UK,Student,0,Clear,Passed,98,Paid,66
19.0,Japan,Australia,Married,4.0,Bachelor,Student,24.0,Unknown,Low,IELTS 5.0,Study,365,Previous Visa,US,Student,0,Clear,Passed,99,Paid,70
21.0,Tunisia,Kuwait,Divorced,2.0,High School,Accountant,2.0,University Admission,Medium,IELTS 6.0,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,70,Paid,67
62.0,Germany,France,Single,2.0,Bachelor,Artist,8.0,University Admission,Low,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,69,Pending,68
57.0,US,Paraguay,Single,0.0,Bachelor,Manager,3.0,Unknown,Low,IELTS 5.0,Work,730,Clean,US,Work,1,Clear,Passed,67,Paid,85
38.0,UK,Philippines,Single,3.0,Bachelor,Artist,7.0,Job Offer,Medium,IELTS 7.0,Work,730,Clean,US,Work,0,Minor Offense,Passed,62,Paid,78
46.0,South Korea,Norway,Single,1.0,Bachelor,Sales,34.0,Unknown,Medium,TOEFL 95,Study,365,Rejected,Australia,Student,0,Clear,Passed,72,Paid,72
18.0,Ireland,Saudi Arabia,Single,3.0,High School,Manager,19.0,Job Offer,Medium,TOEFL 84,Family,30,Clean,US,Family,0,Clear,Passed,72,Paid,44
35.0,Turkey,Indonesia,Single,3.0,Bachelor,Doctor,28.0,Job Offer,Medium,IELTS 6.0,Work,730,Clean,Australia,Work,0,Clear,Passed,78,Paid,67
48.0,France,Greece,Single,1.0,Master,Doctor,10.0,University Admission,Medium,IELTS 8.0,Family,30,Previous Visa,US,Family,0,Clear,Passed,96,Paid,38
25.0,Finland,Italy,Single,2.0,Bachelor,Developer,38.0,University Admission,Medium,TOEFL 90,Family,30,Clean,UK,Family,2,Clear,Passed,70,Paid,64
26.0,Indonesia,Japan,Single,0.0,High School,Analyst,30.0,Family Sponsor,High,TOEFL 105,Family,30,Clean,Australia,Family,0,Clear,Passed,99,Paid,38
40.0,China,Malaysia,Single,4.0,High School,Nurse,0.0,Job Offer,High,TOEFL 91,Study,365,Previous Visa,Canada,Student,0,Clear,Failed,90,Paid,65
28.0,Germany,India,Single,5.0,High School,Technician,9.0,Job Offer,Medium,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,68,Paid,68
31.0,Bangladesh,Sweden,Married,4.0,High School,Analyst,39.0,Family Sponsor,Medium,IELTS 6.0,Special,30,Clean,US,Special,0,Clear,Passed,80,Paid,38
55.0,Finland,Oman,Single,0.0,Bachelor,Accountant,23.0,Job Offer,High,IELTS 8.0,Work,730,Clean,US,Work,0,Clear,Pending,98,Paid,73
64.0,Ireland,Vietnam,Married,0.0,Bachelor,Driver,32.0,University Admission,Medium,TOEFL 84,Study,365,Previous Visa,UK,Student,0,Clear,Passed,81,Paid,68
40.0,Bangladesh,Ghana,Divorced,5.0,Master,Analyst,16.0,Family Sponsor,Low,IELTS 6.5,Work,730,Previous Visa,Canada,Work,0,Minor Offense,Passed,80,Paid,76
49.0,Poland,Paraguay,Single,4.0,Bachelor,Sales,27.0,University Admission,High,TOEFL 94,Work,730,Clean,Australia,Work,1,Clear,Passed,81,Paid,78
54.0,Denmark,South Korea,Married,4.0,High School,Developer,21.0,Job Offer,Medium,IELTS 7.5,Study,365,Clean,US,Student,1,Clear,Passed,65,Paid,74
18.0,Germany,Tunisia,Married,4.0,Bachelor,Doctor,18.0,University Admission,Low,IELTS 7.0,Work,730,Clean,Canada,Work,0,Clear,Passed,75,Pending,74
56.0,Indonesia,Greece,Married,1.0,Master,Nurse,21.0,Unknown,Medium,TOEFL 88,Work,730,Clean,Canada,Work,0,Clear,Passed,62,Paid,75
18.0,Morocco,Oman,Married,3.0,Bachelor,Technician,16.0,Unknown,High,TOEFL 76,Study,365,Rejected,UK,Student,1,Clear,Passed,83,Paid,72
63.0,Finland,Ireland,Married,0.0,High School,Driver,30.0,University Admission,Low,IELTS 7.0,Study,365,Previous Visa,Canada,Student,0,Clear,Passed,71,Paid,68
48.0,Poland,US,Single,5.0,High School,Driver,11.0,Unknown,Low,IELTS 5.5,Work,730,Clean,US,Work,0,Clear,Passed,84,Paid,72
41.0,Denmark,Vietnam,Married,1.0,Master,Chef,20.0,University Admission,Medium,TOEFL 90,Work,730,Previous Visa,US,Work,0,Clear,Passed,74,Paid,73
59.0,Philippines,Australia,Single,2.0,High School,Accountant,7.0,University Admission,High,IELTS 8.5,Work,730,Clean,Canada,Work,0,Clear,Passed,64,Paid,74
20.0,China,Qatar,Married,1.0,High School,Technician,15.0,Job Offer,Medium,TOEFL 87,Study,365,Clean,UK,Student,0,Clear,Passed,61,Paid,78
18.0,Netherlands,Honduras,Single,4.0,Bachelor,Sales,2.0,University Admission,Medium,IELTS 8.0,Study,365,Clean,US,Student,0,Clear,Passed,85,Paid,69
46.0,Singapore,Portugal,Single,1.0,Master,Teacher,0.0,Family Sponsor,Medium,IELTS 6.0,Family,30,Clean,Canada,Family,0,Clear,Passed,94,Pending,41
42.0,Philippines,Guatemala,Single,5.0,Bachelor,Doctor,0.0,Family Sponsor,Low,IELTS 5.0,Work,730,Clean,UK,Work,1,Clear,Passed,93,Paid,78
19.0,Algeria,UK,Single,3.0,Bachelor,Farmer,16.0,Job Offer,Medium,IELTS 5.0,Study,365,Previous Visa,Australia,Student,0,Minor Offense,Passed,64,Pending,74
23.0,Qatar,Morocco,Widowed,1.0,Master,Sales,6.0,Job Offer,Low,Unknown,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,87,Paid,74
56.0,Indonesia,Saudi Arabia,Single,5.0,Bachelor,Developer,30.0,Unknown,Low,Unknown,Work,730,Previous Visa,Canada,Work,0,Clear,Passed,83,Paid,70
26.0,India,US,Single,4.0,Bachelor,Doctor,36.0,Job Offer,Medium,IELTS 7.5,Work,730,Clean,UK,Work,0,Clear,Pending,60,Paid,73
18.0,Nigeria,Ireland,Single,1.0,Bachelor,Farmer,10.0,University Admission,Medium,TOEFL 98,Tourism,30,Clean,US,Visitor,0,Clear,Pending,93,Paid,39
48.0,Honduras,Switzerland,Single,1.0,High School,Designer,40.0,University Admission,Medium,IELTS 7.5,Work,730,Clean,US,Work,0,Clear,Passed,83,Paid,78
22.0,Chile,Norway,Widowed,2.0,Master,Designer,34.0,Job Offer,Low,Unknown,Tourism,30,Clean,US,Visitorrr,0,Clear,Passed,100,Paid,43
52.0,Thailand,Greece,Divorced,1.0,Bachelor,Driver,31.0,Unknown,Medium,TOEFL 101,Family,30,Clean,US,Family,0,Clear,Pending,77,Paid,46
61.0,Germany,Brazil,Married,3.0,Bachelor,Farmer,5.0,Job Offer,Medium,Unknown,Study,365,Clean,US,Student,1,Clear,Passed,94,Paid,73
64.0,Germany,Mexico,Single,0.0,PhD,Teacher,24.0,Family Sponsor,High,IELTS 5.0,Work,730,Previous Visa,Australia,Work,0,Clear,Failed,60,Waived,80
30.0,Indonesia,Malaysia,Married,5.0,High School,Engineer,13.0,Family Sponsor,Medium,IELTS 5.5,Study,365,Previous Visa,Germany,Student,0,Clear,Passed,92,Paid,66
42.0,Atlantis,Brazil,Single,5.0,Master,Manager,20.0,Job Offer,Low,IELTS 5.5,Family,30,Rejected,Canada,Family,2,Clear,Passed,68,Pending,56
22.0,UAE,South Africa,Married,4.0,Master,Technician,27.0,Job Offer,High,IELTS 7.0,Work,730,Clean,Australia,Work,1,Clear,Passed,60,Paid,81
37.0,Belgium,Netherlands,Married,1.0,High School,Chef,39.0,Job Offer,Low,TOEFL 97,Work,730,Previous Visa,Australia,Work,2,Clear,Passed,79,Paid,87
52.0,Kenya,Narnia,Widowed,5.0,Bachelor,Farmer,32.0,Job Offer,Medium,IELTS -1.0,Study,365,Previous Visa,Canada,Student,2,Clear,Passed,65,Paid,81
20.0,Unknown,Narnia,Widowed,0.0,Bachelor,Doctor,15.0,University Admission,Low,Unknown,Special,30,Rejected,UK,Special,0,Clear,Passed,81,Paid,41
46.0,Unknown,Kenya,Single,0.0,Bachelor,Nurse,20.0,Job Offer,High,IELTS 8.5,Special,30,Clean,Australia,Special,0,Clear,Passed,89,Paid,38
41.0,Unknown,Oman,Married,5.0,High School,Accountant,20.0,Family Sponsor,Medium,IELTS 6.0,Study,365,Previous Visa,US,Student,1,Clear,Failed,66,Paid,77
49.0,Norway,Portugal,Married,4.0,Master,Analyst,22.0,Family Sponsor,High,IELTS 5.5,Study,365,Clean,Canada,Student,0,Clear,Pending,61,Waived,71
35.0,China,Sweden,Single,0.0,Master,Nurse,16.0,Job Offer,Medium,IELTS 7.0,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,78,Waived,49
62.0,Netherlands,Peru,Widowed,2.0,Master,Student,7.0,Family Sponsor,Low,IELTS 5.0,PR,30,Previous Visa,US,PR,0,Clear,Passed,60,Paid,50
19.0,Algeria,Indonesia,Married,2.0,Bachelor,Manager,39.0,University Admission,Low,TOEFL 78,PR,30,Clean,US,PR,0,Clear,Passed,94,Paid,40
45.0,Canada,Belgium,Married,4.0,Master,Developer,37.0,Unknown,High,TOEFL 68,PR,30,Clean,Canada,PR,0,Clear,Passed,87,Paid,38
42.0,Norway,Ghana,Widowed,0.0,High School,Designer,1.0,University Admission,Medium,IELTS 7.5,Study,365,Previous Visa,Australia,Student,0,Clear,Passed,67,Pending,65
65.0,Tunisia,Colombia,Married,5.0,Bachelor,Engineer,22.0,Unknown,Low,TOEFL 107,Work,730,Clean,Germany,Work,0,Minor Offense,Failed,63,Paid,77
65.0,Bangladesh,Indonesia,Single,0.0,Bachelor,Developer,16.0,Job Offer,Medium,TOEFL 104,Tourism,30,Clean,Canada,Visitor,1,Clear,Failed,69,Paid,56
51.0,Singapore,Ireland,Single,4.0,Bachelor,Chef,7.0,University Admission,Medium,Unknown,Family,30,Clean,Canada,Family,1,Clear,Passed,67,Pending,53
47.0,Guatemala,Kenya,Single,5.0,Bachelor,Teacher,5.0,University Admission,Low,Unknown,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,83,Paid,49
47.0,Poland,UAE,Married,3.0,Bachelor,Developer,14.0,Job Offer,Medium,IELTS 5.0,Work,730,Clean,UK,Work,0,Clear,Passed,86,Paid,77
46.0,Italy,Qatar,Single,0.0,High School,Driver,16.0,University Admission,Medium,TOEFL 115,Family,30,Previous Visa,UK,Family,0,Clear,Passed,60,Paid,42
45.0,Guatemala,Pakistan,Single,5.0,Bachelor,Student,35.0,University Admission,Medium,TOEFL 115,Work,730,Clean,Australia,Work,0,Clear,Failed,98,Pending,67
26.0,Finland,Portugal,Married,1.0,Master,Developer,14.0,Job Offer,Low,TOEFL 75,PR,30,Previous Visa,Australia,PR,0,Clear,Passed,82,Paid,43
55.0,Venezuela,South Korea,Single,0.0,High School,Nurse,27.0,Unknown,Medium,IELTS 8.5,Work,730,Clean,Canada,Work,0,Clear,Passed,72,Paid,72
37.0,Japan,South Africa,Married,5.0,Bachelor,Sales,21.0,Job Offer,Medium,Unknown,Work,730,Previous Visa,UK,Work,0,Clear,Passed,62,Paid,73
63.0,Egypt,US,Married,5.0,Master,Teacher,25.0,Unknown,Medium,TOEFL 112,Work,730,Clean,US,Work,0,Clear,Passed,98,Pending,74
29.0,Honduras,Switzerland,Single,5.0,Bachelor,Nurse,25.0,Unknown,Medium,IELTS 7.0,Tourism,30,Clean,Germany,Visitor,0,Minor Offense,Passed,69,Paid,48
32.0,Austria,Pakistan,Single,0.0,Bachelor,Designer,14.0,Unknown,Medium,TOEFL 96,Tourism,30,Rejected,UK,Visitor,2,Minor Offense,Passed,64,Waived,62
39.0,India,Guatemala,Single,5.0,Bachelor,Artist,6.0,Family Sponsor,Low,TOEFL 107,Work,730,Clean,Germany,Work,0,Clear,Passed,85,Paid,69
57.0,Chile,France,Single,4.0,High School,Designer,21.0,University Admission,High,Unknown,Family,30,Clean,Australia,Family,0,Clear,Passed,94,Paid,44
55.0,Honduras,US,Single,2.0,Bachelor,Chef,16.0,Job Offer,High,IELTS 6.0,PR,30,Clean,Canada,PR,3,Minor Offense,Pending,93,Paid,60
22.0,Egypt,UK,Single,0.0,Master,Artist,18.0,Job Offer,Low,Unknown,Work,730,Rejected,Canada,Work,2,Clear,Passed,71,Paid,85
65.0,Ethiopia,Peru,Single,5.0,Bachelor,Engineer,40.0,Job Offer,Medium,IELTS 5.0,Tourism,30,Previous Visa,US,Visitor,0,Clear,Failed,72,Paid,48
49.0,Morocco,Germany,Married,0.0,Bachelor,Farmer,21.0,Job Offer,Low,IELTS 5.0,Study,365,Clean,Canada,Student,0,Clear,Passed,73,Paid,70
27.0,Singapore,Venezuela,Married,4.0,High School,Sales,38.0,Unknown,Low,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,93,Waived,74
28.0,Qatar,Chile,Single,0.0,Bachelor,Artist,25.0,Family Sponsor,High,IELTS 5.0,Study,365,Clean,UK,Student,0,Clear,Pending,60,Paid,75
57.0,Denmark,Portugal,Single,0.0,Master,Manager,6.0,Job Offer,Medium,Unknown,Work,730,Clean,US,Work,0,Clear,Passed,60,Pending,75
32.0,Spain,Malaysia,Married,0.0,Master,Nurse,15.0,Job Offer,Medium,IELTS 5.0,Work,730,Clean,Canada,Work,0,Clear,Passed,67,Paid,75
46.0,Saudi Arabia,Australia,Married,1.0,High School,Designer,23.0,Unknown,Medium,IELTS 7.0,Work,730,Clean,Australia,Work,1,Clear,Pending,87,Paid,85
65.0,Malaysia,Italy,Divorced,0.0,High School,Accountant,31.0,Family Sponsor,Medium,TOEFL 66,Family,30,Clean,US,Family,0,Clear,Passed,79,Paid,47
20.0,Spain,Austria,Single,3.0,Bachelor,Doctor,22.0,University Admission,Medium,TOEFL 90,Study,365,Clean,US,Student,1,Clear,Passed,99,Paid,71
32.0,Oman,Germany,Married,4.0,Bachelor,Sales,38.0,Family Sponsor,Low,Unknown,Study,365,Clean,Canada,Student,0,Clear,Passed,65,Paid,65
64.0,Egypt,Oman,Single,0.0,Bachelor,Doctor,23.0,Job Offer,High,Unknown,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,74,Paid,48
56.0,Sri Lanka,France,Single,4.0,Bachelor,Chef,17.0,Unknown,Low,Unknown,Study,365,Clean,Canada,Student,0,Clear,Pending,97,Paid,61
20.0,Guatemala,India,Married,2.0,High School,Technician,19.0,Job Offer,High,TOEFL 110,Work,730,Rejected,Canada,Work,0,Clear,Failed,86,Paid,70
46.0,Bangladesh,UK,Married,3.0,High School,Designer,20.0,Family Sponsor,Medium,IELTS 8.5,Family,30,Clean,Australia,Family,0,Clear,Passed,94,Paid,38
25.0,Poland,Guatemala,Married,3.0,High School,Analyst,24.0,University Admission,Medium,IELTS 5.5,Work,730,Clean,Germany,Work,0,Clear,Passed,82,Paid,72
60.0,UAE,Brazil,Single,2.0,High School,Student,10.0,Unknown,Medium,IELTS 5.5,Family,30,Clean,Australia,Family,0,Clear,Passed,96,Paid,41
45.0,Turkey,Chile,Single,1.0,Bachelor,Artist,34.0,Job Offer,Medium,IELTS 5.5,Study,365,Previous Visa,Canada,Student,0,Pending,Passed,99,Paid,63
54.0,Colombia,Malaysia,Married,2.0,Master,Sales,17.0,Unknown,Medium,TOEFL 91,Work,730,Clean,US,Work,0,Clear,Passed,80,Paid,70
62.0,Nigeria,Greece,Married,0.0,Bachelor,Engineer,11.0,Family Sponsor,High,TOEFL 90,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,73,Paid,49
45.0,Colombia,New Zealand,Married,3.0,PhD,Technician,27.0,University Admission,Medium,IELTS 8.5,Work,730,Clean,Australia,Work,0,Clear,Pending,95,Paid,69
19.0,Tunisia,UK,Single,4.0,High School,Farmer,2.0,Job Offer,Low,IELTS 6.0,Study,365,Clean,Australia,Student,0,Clear,Passed,100,Paid,59
30.0,UK,Philippines,Single,5.0,Bachelor,Student,22.0,University Admission,Medium,Unknown,Work,730,Clean,UK,Work,0,Clear,Passed,94,Paid,73
64.0,Belgium,Indonesia,Single,3.0,High School,Farmer,2.0,Job Offer,Medium,IELTS 7.5,Study,365,Clean,Canada,Student,0,Clear,Passed,83,Paid,66
64.0,Denmark,Ethiopia,Single,5.0,Master,Student,7.0,University Admission,Medium,Unknown,Work,730,Clean,Germany,Work,0,Clear,Pending,77,Paid,73
26.0,Peru,Oman,Married,3.0,High School,Manager,1.0,Job Offer,Medium,TOEFL 100,Work,730,Clean,Australia,Work,0,Clear,Passed,75,Paid,74
27.0,Uruguay,Argentina,Married,0.0,High School,Student,20.0,University Admission,Low,Unknown,PR,30,Clean,Germany,PR,1,Clear,Passed,85,Paid,49
26.0,France,Germany,Married,4.0,Bachelor,Teacher,19.0,Job Offer,High,IELTS 6.5,Work,730,Clean,Germany,Work,0,Clear,Passed,79,Paid,74
42.0,Vietnam,Honduras,Single,3.0,Bachelor,Teacher,31.0,Job Offer,Medium,IELTS 5.5,Tourism,30,Previous Visa,Germany,Visitor,0,Clear,Passed,99,Paid,41
24.0,Kenya,China,Single,2.0,High School,Doctor,7.0,Family Sponsor,Low,IELTS 5.5,Tourism,30,Rejected,Canada,Visitor,0,Clear,Passed,60,Paid,53
64.0,Algeria,Qatar,Married,3.0,High School,Chef,32.0,University Admission,High,Unknown,Work,730,Clean,US,Work,2,Clear,Passed,72,Paid,88
33.0,Pakistan,Poland,Married,3.0,PhD,Teacher,34.0,University Admission,Medium,IELTS 7.5,Family,30,Clean,Canada,Family,0,Clear,Passed,95,Paid,44
28.0,Nepal,Sweden,Single,2.0,Master,Technician,13.0,University Admission,High,TOEFL 84,Study,365,Clean,UK,Student,0,Clear,Passed,80,Paid,71
37.0,Switzerland,Denmark,Married,2.0,Bachelor,Analyst,11.0,Job Offer,Medium,IELTS 6.5,PR,30,Previous Visa,Canada,PR,2,Clear,Passed,82,Paid,61
43.0,Paraguay,Portugal,Single,0.0,Bachelor,Student,15.0,University Admission,Medium,IELTS 7.0,PR,30,Clean,UK,PR,0,Clear,Passed,74,Paid,42
54.0,Turkey,China,Single,1.0,Master,Analyst,4.0,Family Sponsor,Medium,Unknown,Work,730,Rejected,Germany,Work,0,Clear,Passed,73,Pending,79
54.0,Guatemala,Mexico,Single,0.0,High School,Chef,25.0,Job Offer,Medium,IELTS 5.0,Study,365,Clean,US,Student,0,Pending,Passed,91,Paid,67
23.0,Bangladesh,Nepal,Single,3.0,PhD,Sales,17.0,Job Offer,Medium,IELTS 8.0,Work,730,Clean,Australia,Work,0,Clear,Passed,62,Paid,79
31.0,Nepal,Thailand,Married,0.0,High School,Farmer,7.0,Job Offer,Low,TOEFL 76,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,70,Paid,53
58.0,New Zealand,Portugal,Widowed,5.0,PhD,Sales,21.0,Job Offer,Medium,IELTS 7.0,Study,365,Previous Visa,US,Student,0,Clear,Passed,92,Paid,67
20.0,Algeria,Sri Lanka,Single,5.0,Bachelor,Farmer,3.0,Job Offer,Low,IELTS 5.5,Family,30,Previous Visa,US,Family,0,Clear,Passed,98,Paid,37
19.0,Oman,France,Married,3.0,Master,Farmer,8.0,Unknown,Medium,TOEFL 103,Study,365,Clean,UK,Student,0,Pending,Passed,89,Paid,70
42.0,Kuwait,Guatemala,Single,2.0,High School,Technician,33.0,Job Offer,Low,IELTS 5.0,Family,30,Clean,Australia,Family,1,Clear,Passed,75,Paid,53
63.0,Tunisia,Finland,Married,4.0,High School,Manager,34.0,University Admission,Low,TOEFL 94,Work,730,Clean,US,Work,2,Minor Offense,Passed,93,Pending,80
44.0,Qatar,New Zealand,Single,1.0,PhD,Analyst,15.0,Job Offer,High,TOEFL 77,Work,730,Clean,Australia,Work,0,Clear,Passed,67,Paid,75
46.0,Kuwait,Austria,Married,3.0,Master,Designer,0.0,Family Sponsor,Medium,Unknown,PR,30,Clean,UK,PR,0,Clear,Failed,92,Paid,37
42.0,Denmark,Singapore,Single,2.0,High School,Engineer,12.0,Job Offer,High,TOEFL ABC,Family,30,Previous Visa,US,Family,1,Clear,Passed,70,Paid,48
42.0,Sweden,Austria,Widowed,5.0,Bachelor,Artist,30.0,Unknown,Medium,TOEFL 96,Work,730,Clean,Germany,Work,0,Clear,Passed,77,Paid,77
20.0,Oman,Paraguay,Single,4.0,Bachelor,Artist,7.0,Job Offer,Medium,TOEFL 69,Family,30,Clean,US,Family,1,Clear,Passed,68,Paid,48
36.0,Saudi Arabia,Turkey,Single,1.0,Bachelor,Doctor,33.0,University Admission,Medium,IELTS 6.0,Work,730,Clean,US,Work,0,Clear,Passed,99,Paid,66
28.0,South Africa,Ireland,Single,2.0,Master,Manager,1.0,Job Offer,Medium,TOEFL 81,Family,30,Previous Visa,US,Family,2,Clear,Passed,100,Pending,59
59.0,Austria,Colombia,Single,3.0,High School,Teacher,34.0,Family Sponsor,High,TOEFL 106,Work,730,Clean,UK,Work,0,Clear,Passed,86,Paid,71
20.0,Turkey,Ghana,Single,2.0,Bachelor,Manager,14.0,Job Offer,Medium,TOEFL 86,Work,730,Clean,US,Work,0,Clear,Passed,90,Paid,73
55.0,Morocco,Pakistan,Single,4.0,High School,Analyst,40.0,University Admission,High,TOEFL 112,Work,730,Clean,Australia,Work,0,Clear,Passed,66,Paid,80
