applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C28294,60,Argentina,Guatemala,Single,0,Bachelor,Doctor,30,None,Low,IELTS 8.0,Tourism,Long-term,Previous Visa,Germany,Visitor,0,Clear,Passed,93,Paid
C78329,39,Netherlands,Indonesia,Single,1,Bachelor,Engineer,31,Family Sponsor,Medium,TOEFL 84,Tourism,Long-term,Clean,Canada,Visitor,0,Minor Offense,Passed,83,Paid
C67994,65,Turkey,Kenya,Married,2,PhD,Manager,8,University Admission,Medium,TOEFL 64,Work,Long-term,Clean,Australia,Work,1,Clear,Passed,86,Paid
C105106,24,Saudi Arabia,Japan,Married,1,High School,Driver,40,Family Sponsor,High,IELTS 8.5,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,76,Paid
C06884,34,Qatar,Singapore,Single,2,Bachelor,Artist,32,Job Offer,Low,None,Work,Long-term,Clean,US,Work,1,Clear,Pending,82,Paid
C42472,58,Venezuela,Finland,Divorced,0,PhD,Engineer,4,Job Offer,High,None,Work,Long-term,Previous Visa,UK,Work,0,Clear,Passed,70,Paid
A01329,-5,Narnia,Egypt,Widowed,5,Bachelor,Farmer,unknown,Family Sponsor,Medium,IELTS 8.0,Work,Short-term,Clean,UK,Work,0,Clear,Passed,82,Waived
C65463,29,Honduras,Germany,Single,1,Bachelor,Artist,37,None,Medium,TOEFL 65,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,61,Paid
C87931,44,South Korea,Belgium,Married,2,High School,Artist,23,None,Medium,None,Study,Short-term,Clean,US,Student,0,Clear,Passed,84,Paid
C95952,22,Algeria,Philippines,Divorced,5,High School,Developer,38,None,Medium,IELTS 7.0,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,60,Paid
C11765,24,China,Oman,Married,4,Master,Artist,35,Family Sponsor,Low,None,Work,Long-term,Rejected,Germany,Work,1,Clear,Passed,100,Pending
C74123,31,Norway,Thailand,Divorced,1,Bachelor,Teacher,10,Job Offer,Medium,TOEFL 84,Work,Long-term,Clean,US,Work,0,Clear,Pending,96,Pending
C78396,48,Austria,Philippines,Married,0,Master,Developer,27,Family Sponsor,High,TOEFL 98,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,93,Paid
C44383,53,Belgium,Italy,Single,1,PhD,Analyst,4,Family Sponsor,Low,TOEFL 62,Study,Long-term,Clean,US,Student,0,Clear,Passed,63,Paid
C70993,39,Sri Lanka,Pakistan,Married,0,Bachelor,Accountant,26,None,Low,IELTS 6.5,Work,Long-term,Clean,US,Work,2,Clear,Passed,64,Paid
C22382,41,Spain,Japan,Single,5,PhD,Doctor,11,Family Sponsor,High,TOEFL 73,Work,Long-term,Clean,UK,Work,0,Clear,Passed,61,Pending
A03565,23,Nepal,Atlantis,Single,4,Bachelor,Teacher,27,Job Offer,Medium,IELTS 6.5,Study,Long-term,Clean,Australia,,0,Clear,Passed,98,Paid
C31186,19,Tunisia,Paraguay,Single,1,High School,Designer,8,None,Low,IELTS 7.0,Study,Long-term,Clean,UK,Student,0,Minor Offense,Passed,98,Paid
C71386,51,Spain,Greece,Single,3,PhD,Teacher,34,None,Medium,IELTS 5.5,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,79,Paid
C95751,65,Honduras,Canada,Single,4,Bachelor,Designer,10,None,High,TOEFL 67,Work,Short-term,Clean,UK,Work,1,Clear,Pending,95,Waived
C107068,39,Qatar,Algeria,Single,2,Bachelor,Designer,20,None,Medium,TOEFL 66,Tourism,Long-term,Previous Visa,UK,Visitor,0,Clear,Passed,100,Paid
C82846,32,Brazil,Singapore,Married,0,Bachelor,Chef,23,University Admission,Low,IELTS 5.0,Work,Long-term,Previous Visa,Germany,Work,0,Minor Offense,Passed,87,Paid
C84412,37,Norway,Brazil,Single,0,Master,Student,3,Family Sponsor,Medium,TOEFL 106,Tourism,Long-term,Previous Visa,Germany,Visitor,0,Clear,Passed,84,Paid
C88463,51,Norway,Argentina,Single,2,PhD,Analyst,29,None,Medium,TOEFL 108,Special,Long-term,Clean,US,Special,0,Clear,Passed,80,Paid
C109247,30,Honduras,UK,Single,2,Master,Accountant,32,Family Sponsor,High,TOEFL 74,Work,Short-term,Clean,UK,Work,0,Clear,Passed,79,Waived
C04730,64,Tunisia,Mexico,Married,5,Bachelor,Doctor,28,University Admission,Medium,IELTS 8.0,Study,Long-term,Clean,UK,Student,0,Clear,Passed,71,Paid
C89917,39,Poland,Argentina,Married,4,PhD,Designer,25,None,Low,TOEFL 111,Work,Long-term,Clean,Australia,Work,1,Clear,Pending,81,Paid
C18488,49,Austria,Finland,Married,0,Master,Engineer,22,None,Medium,TOEFL 87,Work,Long-term,Clean,US,Work,1,Clear,Pending,76,Paid
C46744,22,Australia,South Africa,Married,5,High School,Nurse,29,Family Sponsor,High,TOEFL 66,Family,Short-term,Clean,Germany,Family,1,Pending,Passed,82,Paid
C54156,21,Ethiopia,UK,Married,5,High School,Sales,23,None,Medium,TOEFL 60,Work,Short-term,Clean,Canada,Work,1,Clear,Passed,71,Paid
C95295,57,Poland,UAE,Married,0,PhD,Student,10,Family Sponsor,Low,IELTS 7.0,Work,Short-term,Previous Visa,Canada,Work,0,Clear,Pending,60,Paid
C101164,33,UK,Nepal,Single,1,PhD,Developer,18,None,Low,TOEFL 70,Work,Long-term,Clean,US,Work,0,Clear,Passed,93,Paid
C01097,32,Norway,Norway,Single,5,Bachelor,Developer,24,University Admission,Medium,TOEFL 68,Tourism,Long-term,Clean,UK,Visitor,1,Clear,Passed,82,Pending
C19127,21,Belgium,Paraguay,Married,5,Bachelor,Sales,3,Job Offer,Low,IELTS 6.5,Family,Long-term,Clean,Canada,Family,0,Pending,Passed,95,Paid
C18606,50,Philippines,Japan,Divorced,2,Master,Artist,36,None,Medium,TOEFL 91,Tourism,Long-term,Clean,US,Visitor,0,Clear,Passed,67,Pending
C104281,28,Ghana,Vietnam,Single,3,Bachelor,Teacher,6,Family Sponsor,Low,IELTS 6.5,PR,Permanent,Previous Visa,UK,PR,1,Clear,Passed,69,Paid
C14177,52,Canada,UAE,Single,5,Bachelor,Teacher,6,University Admission,Medium,None,Work,Short-term,Clean,Canada,Work,2,Clear,Pending,78,Paid
C86765,57,Chile,Brazil,Married,4,High School,Farmer,5,Job Offer,Medium,TOEFL 102,Work,Long-term,Previous Visa,Canada,Work,0,Clear,Passed,81,Pending
C66622,48,Austria,Nepal,Single,3,High School,Artist,10,Job Offer,Medium,IELTS 7.5,Work,Long-term,Clean,UK,Work,0,Clear,Passed,78,Paid
C109493,54,UK,Portugal,Single,3,Bachelor,Manager,6,University Admission,Medium,None,Family,Short-term,Clean,Germany,Family,0,Clear,Pending,71,Paid
A03215,120,New Zealand,,Married,1,High School,Manager,17,None,Medium,IELTS 8.0,Family,Permanent,Clean,Germany,Family,0,Clear,Passed,98,Paid
C50681,28,Sweden,Morocco,Single,1,High School,Sales,7,Job Offer,Medium,None,PR,Permanent,Previous Visa,UK,PR,1,Clear,Passed,92,Paid
C102657,27,South Korea,Portugal,Single,3,Master,Student,8,Job Offer,Low,TOEFL 65,Work,Long-term,Clean,UK,Work,0,Pending,Passed,83,Paid
C61892,49,Paraguay,Portugal,Married,3,Bachelor,Artist,10,University Admission,Medium,TOEFL 66,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,92,Paid
C41900,29,Morocco,South Africa,Married,4,High School,Developer,16,Job Offer,Medium,IELTS 7.5,Tourism,Short-term,Clean,US,Visitor,3,Clear,Passed,74,Paid
C107785,40,Saudi Arabia,South Korea,Divorced,0,High School,Analyst,12,None,Medium,IELTS 5.0,PR,Permanent,Clean,US,PR,0,Clear,Passed,99,Paid
C70436,52,Peru,Thailand,Married,3,Bachelor,Artist,10,University Admission,Medium,IELTS 5.5,PR,Permanent,Clean,US,PR,0,Clear,Passed,83,Paid
C03024,41,Portugal,Philippines,Married,0,Master,Student,31,Family Sponsor,Low,TOEFL 69,Study,Short-term,Previous Visa,US,Student,0,Clear,Pending,66,Paid
A08372,30,Malaysia,,Divorced,4,PhD,Nurse,13,University Admission,High,None,Special,Long-term,Rejected,UK,Special,1,Clear,Passed,63,Paid
C51749,26,Finland,Chile,Single,1,Master,Manager,0,None,Medium,None,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,87,Paid
C53139,43,Honduras,Morocco,Single,5,Bachelor,Doctor,39,Family Sponsor,Low,IELTS 6.0,Special,Long-term,Previous Visa,Canada,Special,0,Clear,Passed,85,Paid
C52450,60,Portugal,Malaysia,Single,5,High School,Farmer,7,None,Medium,TOEFL 89,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Pending,90,Paid
C73897,22,Honduras,Bangladesh,Single,2,Bachelor,Engineer,13,University Admission,Medium,IELTS 6.5,Work,Short-term,Clean,UK,Work,2,Clear,Passed,87,Paid
C70020,23,Algeria,Algeria,Single,3,Bachelor,Analyst,3,Job Offer,Medium,TOEFL 75,Work,Long-term,Clean,Australia,Work,0,Clear,Pending,81,Paid
C08740,32,Norway,Bangladesh,Single,5,Bachelor,Developer,16,Job Offer,Low,TOEFL 77,Study,Short-term,Clean,US,Student,0,Clear,Passed,96,Paid
A00510,56,Honduras,Atlantis,Married,3,Master,Farmer,26,Job Offer,High,TOEFL 62,PR,Long-term,Rejected,Canada,PR,0,Clear,Pending,73,Paid
C88363,45,Mexico,Brazil,Single,0,Master,Engineer,18,Family Sponsor,Medium,IELTS 7.0,Study,Long-term,Clean,US,Student,0,Clear,Passed,93,Paid
C100138,56,Kenya,Malaysia,Married,3,Bachelor,Technician,23,Job Offer,Medium,IELTS 5.5,Special,Short-term,Clean,US,Special,0,Clear,Passed,80,Paid
C96093,65,Bangladesh,Mexico,Single,0,High School,Developer,8,Job Offer,High,IELTS 6.0,Work,Short-term,Clean,Canada,Work,2,Clear,Passed,63,Paid
C88382,21,Algeria,Honduras,Married,4,Bachelor,Chef,5,Job Offer,Low,IELTS 6.5,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,93,Paid
C71427,60,Vietnam,South Korea,Married,3,High School,Student,10,University Admission,Low,TOEFL 115,Work,Short-term,Clean,UK,Work,1,Minor Offense,Passed,81,Paid
C74007,22,Switzerland,South Africa,Single,4,Master,Doctor,11,Job Offer,High,IELTS 6.5,Work,Short-term,Previous Visa,Australia,Work,1,Clear,Passed,90,Paid
C49327,59,Pakistan,Egypt,Divorced,2,Bachelor,Artist,10,Job Offer,High,None,PR,Permanent,Previous Visa,Australia,PR,0,Clear,Passed,78,Paid
C59142,57,Venezuela,Algeria,Single,5,Bachelor,Farmer,3,Family Sponsor,Low,None,Study,Long-term,Clean,US,Student,2,Clear,Passed,82,Paid
A00078,unknown,Narnia,South Korea,Divorced,2,Bachelor,Analyst,41 years,None,High,None,Special,Short-term,Clean,US,Special,0,Clear,Passed,90,Paid
C35123,18,Canada,Qatar,Single,0,Bachelor,Developer,9,University Admission,High,TOEFL 107,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,65,Paid
C67107,44,Denmark,Belgium,Single,3,PhD,Manager,31,Job Offer,Medium,IELTS 7.0,Study,Short-term,Previous Visa,Australia,Student,0,Clear,Pending,84,Waived
C78824,21,Bangladesh,US,Married,4,High School,Engineer,17,Job Offer,Medium,IELTS 7.5,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,76,Paid
C72648,64,Paraguay,Belgium,Single,1,Bachelor,Sales,30,Job Offer,Low,IELTS 7.0,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,93,Paid
C56384,30,Canada,Poland,Married,1,High School,Doctor,28,Job Offer,Low,TOEFL 111,Family,Long-term,Clean,UK,Family,0,Clear,Passed,67,Pending
A06954,unknown,Germany,Brazil,Single,5,High School,Nurse,32,Family Sponsor,High,TOEFL ABC,Tourism,Long-term,Rejected,Australia,Visitor,0,Clear,Pending,67,Paid
A03227,18,Poland,Argentina,Widowed,3,Master,Engineer,25,University Admission,High,IELTS -1.0,Study,Permanent,Previous Visa,Australia,Student,0,Clear,Passed,92,Paid
C54636,35,Colombia,Ghana,Divorced,3,High School,Farmer,4,Job Offer,Low,None,Work,Long-term,Clean,UK,Work,1,Clear,Passed,72,Paid
C53491,41,New Zealand,Saudi Arabia,Divorced,1,Master,Student,15,University Admission,Medium,TOEFL 112,Study,Long-term,Clean,Canada,Student,1,Clear,Passed,83,Paid
C104487,48,Algeria,Vietnam,Single,3,High School,Accountant,31,Family Sponsor,Low,IELTS 7.0,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,98,Paid
C32806,47,Spain,Nigeria,Single,3,Master,Designer,28,None,High,TOEFL 107,Family,Short-term,Clean,US,Family,1,Clear,Passed,97,Paid
C80102,37,Denmark,Sri Lanka,Single,2,Bachelor,Student,6,Job Offer,Medium,IELTS 5.0,Study,Short-term,Clean,Australia,Student,0,Clear,Pending,96,Waived
C60508,49,Morocco,Oman,Married,0,High School,Designer,1,Family Sponsor,High,IELTS 5.0,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,72,Paid
C94278,56,Germany,Greece,Married,1,Bachelor,Farmer,2,Job Offer,Low,TOEFL 85,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,93,Paid
C32296,38,UK,China,Single,1,High School,Nurse,28,Job Offer,Low,IELTS 5.0,Study,Long-term,Clean,US,Student,1,Clear,Pending,76,Paid
C01118,55,Mexico,Kenya,Single,3,Bachelor,Technician,3,Job Offer,High,IELTS 8.0,Work,Short-term,Previous Visa,US,Work,1,Clear,Pending,92,Paid
C16301,51,Finland,Portugal,Married,4,Bachelor,Artist,0,Job Offer,High,TOEFL 98,Family,Short-term,Rejected,Australia,Family,0,Clear,Pending,65,Paid
C80467,49,Indonesia,Italy,Single,1,Master,Chef,31,None,High,IELTS 7.0,Work,Long-term,Clean,UK,Work,0,Clear,Passed,96,Paid
C28321,24,Pakistan,Singapore,Married,3,High School,Designer,22,University Admission,Medium,IELTS 5.5,Study,Long-term,Clean,US,Student,0,Clear,Passed,90,Pending
C70750,61,China,Ireland,Single,5,Bachelor,Farmer,17,Job Offer,Low,TOEFL 91,Work,Long-term,Clean,US,Work,1,Clear,Passed,73,Paid
A06795,unknown,Venezuela,Austria,Widowed,0,Master,Technician,24,None,Low,TOEFL 115,Work,Permanent,Clean,UK,Work,2,Clear,Passed,60,Paid
C108746,47,India,Sweden,Married,3,Bachelor,Technician,15,Family Sponsor,Low,TOEFL 100,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,78,Paid
C108259,52,Kuwait,Algeria,Married,1,Bachelor,Technician,37,None,Low,IELTS 6.0,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,91,Waived
C19226,55,US,China,Single,5,Master,Designer,8,Job Offer,Medium,TOEFL 61,Study,Long-term,Previous Visa,US,Student,0,Clear,Passed,89,Pending
C50922,30,Canada,Algeria,Single,5,Master,Manager,33,University Admission,Medium,TOEFL 80,Work,Short-term,Clean,Canada,Work,3,Clear,Passed,83,Paid
C83773,46,South Africa,Belgium,Married,2,Master,Doctor,2,None,Medium,IELTS 5.0,Work,Long-term,Clean,US,Work,2,Clear,Passed,74,Paid
C62214,21,UAE,Sweden,Married,3,High School,Designer,40,Family Sponsor,High,TOEFL 105,Work,Short-term,Clean,UK,Work,3,Clear,Passed,62,Waived
A02694,unknown,Netherlands,Australia,Divorced,five,High School,Manager,38,University Admission,Medium,None,Special,Short-term,Previous Visa,Australia,,0,Clear,Passed,73,Paid
C53989,31,Turkey,Singapore,Single,3,High School,Analyst,0,None,Low,TOEFL 64,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,71,Paid
C62921,56,Singapore,UAE,Married,2,PhD,Designer,25,None,High,TOEFL 91,Work,Short-term,Clean,Canada,Work,1,Clear,Pending,71,Paid
C103952,57,Singapore,Bangladesh,Single,1,Bachelor,Artist,40,Job Offer,Medium,TOEFL 81,Work,Long-term,Clean,US,Work,1,Clear,Passed,95,Paid
C78227,64,Japan,UK,Single,3,Bachelor,Analyst,6,Job Offer,Low,TOEFL 94,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,97,Paid
C59177,46,Qatar,Oman,Married,5,Master,Technician,0,Family Sponsor,Medium,TOEFL 63,Work,Long-term,Clean,Canada,Work,1,Clear,Passed,68,Paid
C42847,24,Oman,Norway,Married,0,Bachelor,Engineer,13,Family Sponsor,Medium,None,Family,Short-term,Clean,UK,Family,2,Clear,Passed,62,Paid
C30815,57,South Africa,Canada,Married,5,High School,Manager,20,Family Sponsor,Medium,IELTS 7.5,Study,Long-term,Clean,Australia,Student,1,Clear,Passed,60,Paid
C17657,21,Peru,Norway,Divorced,3,Master,Nurse,21,University Admission,Medium,IELTS 6.0,Study,Long-term,Clean,UK,Student,1,Clear,Passed,80,Paid
A07934,48,Australia,Brazil,Widowed,,Master,Manager,20,None,Medium,IELTS -1.0,PR,Short-term,Clean,US,PR,0,Clear,Passed,79,Pending
C27487,29,Spain,Tunisia,Single,5,High School,Doctor,29,None,High,IELTS 5.0,Work,Long-term,Clean,Australia,Work,1,Clear,Passed,68,Paid
C82606,42,Belgium,India,Single,1,High School,Driver,6,Job Offer,High,None,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,64,Paid
C26477,57,Poland,Nigeria,Single,1,Master,Artist,15,Job Offer,Medium,None,Tourism,Long-term,Previous Visa,UK,Visitor,0,Clear,Pending,99,Paid
C15983,23,Paraguay,Poland,Married,1,High School,Artist,34,Family Sponsor,Low,None,Work,Short-term,Rejected,US,Work,0,Clear,Passed,90,Paid
C73308,24,Netherlands,Canada,Married,0,High School,Driver,36,University Admission,High,TOEFL 112,Family,Long-term,Clean,US,Family,0,Minor Offense,Failed,95,Paid
C72118,60,Venezuela,Paraguay,Widowed,0,Master,Technician,39,Family Sponsor,Medium,TOEFL 65,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,75,Paid
C29754,55,Uruguay,Nepal,Married,5,Master,Artist,2,None,High,IELTS 7.0,Work,Long-term,Clean,Canada,Work,0,Clear,Failed,73,Paid
C01490,43,Indonesia,Brazil,Married,4,PhD,Teacher,2,Job Offer,Medium,IELTS 6.5,Work,Long-term,Clean,UK,Work,0,Clear,Passed,87,Paid
C23894,52,China,New Zealand,Married,3,Bachelor,Driver,28,Family Sponsor,High,None,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,81,Paid
C76417,56,Brazil,South Africa,Single,5,Master,Designer,33,University Admission,Low,IELTS 7.0,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Passed,93,Paid
C47543,35,Venezuela,Venezuela,Single,2,High School,Student,24,Family Sponsor,Medium,IELTS 7.0,Tourism,Short-term,Clean,Canada,Visitor,1,Clear,Passed,89,Paid
C90670,46,Sri Lanka,Honduras,Single,2,Bachelor,Sales,9,Job Offer,Medium,IELTS 8.0,PR,Permanent,Clean,US,PR,0,Clear,Passed,73,Paid
C46542,34,Ghana,Switzerland,Single,2,Bachelor,Developer,11,Job Offer,High,IELTS 6.5,Work,Long-term,Rejected,Australia,Work,1,Clear,Failed,68,Paid
C10490,55,Pakistan,Nigeria,Single,4,High School,Nurse,11,Job Offer,High,TOEFL 115,Work,Short-term,Previous Visa,Germany,Work,0,Minor Offense,Passed,77,Pending
C94429,23,UAE,Netherlands,Single,5,High School,Manager,28,Family Sponsor,High,None,Work,Short-term,Clean,UK,Work,0,Clear,Passed,73,Paid
C01893,57,Venezuela,Vietnam,Single,1,High School,Engineer,16,Family Sponsor,Medium,None,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Passed,85,Paid
C05556,40,Greece,Belgium,Single,0,Bachelor,Developer,36,University Admission,Medium,TOEFL 100,Family,Short-term,Previous Visa,UK,Family,1,Minor Offense,Passed,88,Paid
A07369,25,Thailand,Argentina,Widowed,4,PhD,Manager,22,Family Sponsor,Medium,,PR,Permanent,Previous Visa,US,PR,0,Clear,Passed,68,Paid
C52392,50,Bangladesh,Mexico,Married,4,Master,Chef,32,Job Offer,High,None,Family,Short-term,Clean,US,Family,0,Clear,Passed,63,Paid
C75556,47,Germany,Greece,Divorced,5,Bachelor,Engineer,5,Job Offer,Medium,TOEFL 101,Tourism,Long-term,Clean,Canada,Visitor,1,Clear,Passed,62,Paid
C88903,23,Netherlands,UK,Single,3,Bachelor,Student,26,Job Offer,Medium,TOEFL 104,Work,Short-term,Clean,US,Work,0,Clear,Passed,66,Paid
C18754,62,Spain,UK,Single,0,Bachelor,Nurse,7,Job Offer,Medium,IELTS 7.5,Study,Short-term,Clean,US,Student,0,Clear,Passed,79,Paid
C47920,36,Sri Lanka,Kuwait,Married,3,High School,Farmer,0,University Admission,Low,None,PR,Permanent,Clean,Australia,PR,0,Clear,Passed,92,Paid
C93314,50,Indonesia,Algeria,Widowed,0,Bachelor,Analyst,26,Job Offer,High,TOEFL 72,Family,Long-term,Clean,UK,Family,0,Clear,Passed,60,Paid
C06443,61,Uruguay,Kuwait,Single,2,Bachelor,Nurse,30,Job Offer,Low,TOEFL 63,PR,Permanent,Clean,UK,PR,0,Clear,Passed,86,Paid
C29154,59,Spain,South Africa,Single,3,High School,Technician,7,Job Offer,Medium,None,Special,Long-term,Clean,US,Special,2,Minor Offense,Pending,83,Waived
C24984,33,Mexico,UAE,Single,4,High School,Developer,6,University Admission,Medium,IELTS 8.0,Work,Long-term,Clean,Canada,Work,0,Clear,Pending,62,Paid
C94758,62,Singapore,Austria,Single,2,Bachelor,Analyst,12,Job Offer,Medium,None,Work,Short-term,Previous Visa,UK,Work,0,Clear,Passed,94,Paid
C101024,46,Switzerland,Denmark,Married,0,Master,Developer,36,University Admission,High,IELTS 5.0,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,90,Paid
C12249,63,New Zealand,Qatar,Married,3,Bachelor,Designer,0,Family Sponsor,High,TOEFL 96,PR,Permanent,Clean,UK,PR,0,Clear,Passed,86,Pending
C100249,42,New Zealand,China,Single,0,Master,Teacher,38,Job Offer,Low,TOEFL 79,Work,Short-term,Clean,UK,Work,2,Clear,Passed,91,Pending
C54548,45,Nepal,Portugal,Single,2,Bachelor,Teacher,8,University Admission,High,IELTS 8.0,Family,Short-term,Previous Visa,US,Family,2,Minor Offense,Passed,96,Paid
C101198,61,Austria,New Zealand,Single,1,Bachelor,Farmer,9,University Admission,Low,IELTS 8.0,Tourism,Short-term,Clean,US,Visitor,1,Clear,Failed,88,Paid
C59023,29,Indonesia,Poland,Married,2,Bachelor,Sales,15,Job Offer,Low,TOEFL 63,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,98,Paid
C41794,23,UAE,Denmark,Single,0,Master,Nurse,11,Family Sponsor,High,IELTS 6.0,PR,Permanent,Clean,Australia,PR,1,Clear,Passed,79,Paid
C52144,63,Morocco,Norway,Single,1,PhD,Manager,9,University Admission,High,TOEFL 88,Family,Short-term,Clean,UK,Family,0,Clear,Passed,97,Paid
C70821,64,Qatar,Honduras,Single,3,Bachelor,Artist,24,Job Offer,Medium,IELTS 6.0,Work,Short-term,Rejected,Canada,Work,0,Clear,Passed,88,Paid
A04894,48,Uruguay,Switzerland,Widowed,0,High School,Nurse,15,Job Offer,High,None,PR,Permanent,Clean,UK,PR,0,Clear,Passed,98,Paid
C00122,40,Turkey,Ethiopia,Single,0,Bachelor,Manager,39,None,Low,None,Tourism,Long-term,Previous Visa,US,Visitor,0,Clear,Passed,65,Paid
C95449,33,Oman,Colombia,Single,0,High School,Sales,9,Job Offer,Low,IELTS 7.0,Tourism,Long-term,Clean,UK,Visitor,2,Clear,Passed,90,Paid
C77297,32,Kenya,Japan,Single,0,Bachelor,Student,20,Family Sponsor,Medium,IELTS 5.0,Work,Long-term,Clean,Germany,Work,2,Pending,Passed,90,Paid
C49150,47,Finland,Kenya,Divorced,0,Master,Driver,10,University Admission,High,TOEFL 98,PR,Permanent,Clean,Canada,PR,2,Clear,Passed,62,Paid
C48769,43,Philippines,New Zealand,Married,5,Master,Manager,28,Job Offer,High,IELTS 8.5,Tourism,Long-term,Rejected,Canada,Visitor,0,Minor Offense,Passed,83,Pending
C90943,30,Sweden,Peru,Married,1,Bachelor,Technician,2,None,Medium,IELTS 8.0,Work,Short-term,Clean,US,Work,0,Clear,Passed,91,Paid
C25565,42,Belgium,Guatemala,Married,4,High School,Developer,36,University Admission,Low,TOEFL 64,Work,Short-term,Clean,Australia,Work,2,Clear,Passed,93,Paid
C27983,45,Morocco,Peru,Divorced,3,Bachelor,Driver,34,Job Offer,High,None,Family,Short-term,Previous Visa,Canada,Family,0,Clear,Passed,88,Paid
C76448,57,Greece,Peru,Married,3,Bachelor,Farmer,31,Job Offer,Medium,IELTS 7.5,Study,Short-term,Clean,UK,Student,0,Clear,Passed,64,Waived
C07137,44,New Zealand,Colombia,Single,5,Master,Sales,26,Job Offer,Medium,TOEFL 65,Family,Long-term,Clean,Germany,Family,0,Minor Offense,Passed,92,Paid
